"iso3c","year","country","cov","gen","gdp","pop","pop_i","gdp_i","cov_i","gen_i"
"SRB",1993,"country.name",NA,NA,4673.64158257596,7639.68,7639.68,4673.64158257596,45,100
"SRB",1994,"country.name",NA,NA,4910.81639358195,7634.41,7634.41,4910.81639358195,45,100
"SRB",1995,"country.name",NA,NA,5325.48823239337,7624.99,7624.99,5325.48823239337,45,100
"SRB",1996,"country.name",NA,NA,5710.196717778,7641.35,7641.35,5710.196717778,45,100
"SRB",1997,"country.name",NA,NA,6288.02412151558,7627.47,7627.47,6288.02412151558,45,100
"SRB",1998,"country.name",NA,NA,6603.71117893823,7609.13,7609.13,6603.71117893823,45,100
"SRB",1999,"country.name",NA,NA,5532.54132555933,7610.97,7610.97,5532.54132555933,45,100
"SRB",2000,"country.name",NA,NA,6059.58302217881,7586.69,7586.69,6059.58302217881,45,100
"SRB",2001,"country.name",NA,NA,6542.67954226357,7573.65,7573.65,6542.67954226357,45,100
"SRB",2002,"country.name",60,80.83,7155.57619129481,7570.22,7570.22,7155.57619129481,60,80.83
"SRB",2003,"country.name",NA,NA,7637.83224410049,7550.6,7550.6,7637.83224410049,60,80.83
"SRB",2004,"country.name",NA,NA,8512.16789709297,7533,7533,8512.16789709297,60,80.83
"SRB",2005,"country.name",NA,NA,9198.41447412235,7510.4,7510.4,9198.41447412235,60,80.83
"SRB",2006,"country.name",NA,NA,9902.42608751295,7480.93,7480.93,9902.42608751295,60,80.83
"SRB",2007,"country.name",NA,NA,10768.9423788207,7450.66,7450.66,10768.9423788207,60,80.83
"SRB",2008,"country.name",NA,NA,11650.228005412,7419.01,7419.01,11650.228005412,60,80.83
"SRB",2009,"country.name",NA,NA,11576.5888058709,7389.32,7389.32,11576.5888058709,60,80.83
"SRB",2010,"country.name",66.2,80.83,11963.5550659209,7359.68,7359.68,11963.5550659209,66.2,80.83
"SRB",2011,"country.name",NA,NA,12463,7304.24,7304.24,12463,66.2,80.83
"SRB",2012,"country.name",NA,NA,12438.2559125303,7268.89,7268.89,12438.2559125303,66.2,80.83
"SRB",2013,"country.name",NA,NA,12860.4507831787,7233.62,7233.62,12860.4507831787,66.2,80.83
"SRB",2014,"country.name",NA,NA,12717.7262295958,7198.53,7198.53,12717.7262295958,66.2,80.83
"SRB",2015,"country.name",NA,NA,13013.8537952096,7161.78,7161.78,13013.8537952096,66.2,80.83
"SRB",2016,"country.name",NA,NA,13518.9496981024,7124.37,7124.37,13518.9496981024,66.2,80.83
"SRB",2017,"country.name",NA,NA,13876.6504839544,7086.56,7086.56,13876.6504839544,66.2,80.83
"SRB",2018,"country.name",70,80.83,14579.8590396635,7047.95,7047.95,14579.8590396635,70,80.83
"SRB",2019,"country.name",NA,NA,15293.2462445532,7010.24,7010.24,15293.2462445532,70,80.83
"SRB",2020,"country.name",NA,NA,15256.4210283038,6963.69,6963.69,15256.4210283038,70,80.83
"SRB",2021,"country.name",NA,NA,16563.8287271075,6898.29,6898.29,16563.8287271075,70,80.83
"SRB",2022,"country.name",NA,NA,17097.6858725569,6833.36,6833.36,17097.6858725569,70,80.83
"SSD",1880,"country.name",NA,NA,NA,NA,NA,NA,NA,NA
"SSD",1890,"country.name",NA,NA,NA,NA,NA,NA,NA,NA
"SSD",1900,"country.name",NA,NA,NA,NA,NA,NA,NA,NA
"SSD",1908,"country.name",1,30,NA,NA,NA,NA,1,30
"SSD",1910,"country.name",NA,NA,NA,NA,NA,NA,1,30
"SSD",1920,"country.name",NA,NA,NA,NA,NA,NA,1,30
"SSD",1930,"country.name",NA,NA,NA,NA,NA,NA,1,30
"SSD",1932,"country.name",2,NA,NA,NA,NA,NA,2,30
"SSD",1940,"country.name",NA,NA,NA,NA,NA,NA,2,30
"SSD",1949,"country.name",4,50,NA,NA,NA,NA,4,50
"SSD",1950,"country.name",NA,NA,NA,NA,NA,NA,4,50
"SSD",1960,"country.name",NA,NA,NA,NA,NA,NA,4,50
"SSD",1967,"country.name",12.5,45,NA,NA,NA,NA,12.5,45
"SSD",1970,"country.name",NA,NA,NA,NA,NA,NA,12.5,45
"SSD",1974,"country.name",22.5,45,NA,NA,NA,NA,22.5,45
"SSD",1980,"country.name",NA,NA,NA,NA,NA,NA,22.5,45
"SSD",1990,"country.name",28,65,NA,NA,NA,NA,28,65
"SSD",2000,"country.name",NA,NA,NA,NA,NA,NA,28,65
"SSD",2008,"country.name",20,65,NA,NA,NA,NA,20,65
"SSD",2010,"country.name",NA,NA,NA,NA,NA,NA,20,65
"SSD",2011,"country.name",18,NA,NA,NA,NA,NA,18,65
"SSD",2017,"country.name",12.5,0,NA,NA,NA,NA,12.5,0
"SSD",2020,"country.name",NA,NA,NA,NA,NA,NA,12.5,0
"STP",1880,"country.name",NA,NA,NA,NA,NA,NA,NA,NA
"STP",1890,"country.name",NA,NA,NA,NA,NA,NA,NA,NA
"STP",1900,"country.name",NA,NA,NA,NA,NA,NA,NA,NA
"STP",1910,"country.name",NA,NA,NA,NA,NA,NA,NA,NA
"STP",1920,"country.name",NA,NA,NA,NA,NA,NA,NA,NA
"STP",1930,"country.name",NA,NA,NA,NA,NA,NA,NA,NA
"STP",1940,"country.name",NA,NA,NA,NA,NA,NA,NA,NA
"STP",1950,"country.name",NA,NA,1278,60,60,1278,NA,NA
"STP",1951,"country.name",NA,NA,1274,60,60,1274,NA,NA
"STP",1952,"country.name",NA,NA,1272,60,60,1272,NA,NA
"STP",1953,"country.name",NA,NA,1272,60,60,1272,NA,NA
"STP",1954,"country.name",NA,NA,1325,60,60,1325,NA,NA
"STP",1955,"country.name",NA,NA,1191,60,60,1191,NA,NA
"STP",1956,"country.name",NA,NA,1256,61,61,1256,NA,NA
"STP",1957,"country.name",NA,NA,1245,61,61,1245,NA,NA
"STP",1958,"country.name",NA,NA,1364,62,62,1364,NA,NA
"STP",1959,"country.name",NA,NA,1221,63,63,1221,NA,NA
"STP",1960,"country.name",8,60,1352,63,63,1352,8,60
"STP",1961,"country.name",NA,NA,1454,64,64,1454,8,60
"STP",1962,"country.name",NA,NA,1549,65,65,1549,8,60
"STP",1963,"country.name",NA,NA,1643,66,66,1643,8,60
"STP",1964,"country.name",NA,NA,1733,67,67,1733,8,60
"STP",1965,"country.name",NA,NA,1816,69,69,1816,8,60
"STP",1966,"country.name",NA,NA,1921,70,70,1921,8,60
"STP",1967,"country.name",NA,NA,2004,71,71,2004,8,60
"STP",1968,"country.name",NA,NA,2083,72,72,2083,8,60
"STP",1969,"country.name",NA,NA,2165,73,73,2165,8,60
"STP",1970,"country.name",NA,NA,2243,74,74,2243,8,60
"STP",1971,"country.name",NA,NA,2326,75,75,2326,8,60
"STP",1972,"country.name",NA,NA,2324,77,77,2324,8,60
"STP",1973,"country.name",NA,NA,2313,78,78,2313,8,60
"STP",1974,"country.name",NA,NA,2399,80,80,2399,8,60
"STP",1975,"country.name",NA,NA,2469,82,82,2469,8,60
"STP",1976,"country.name",NA,NA,2432,84,84,2432,8,60
"STP",1977,"country.name",NA,NA,2911,87,87,2911,8,60
"STP",1978,"country.name",NA,NA,2909,89,89,2909,8,60
"STP",1979,"country.name",15,NA,3295,92,92,3295,15,60
"STP",1980,"country.name",NA,NA,3182,94,94,3182,15,60
"STP",1981,"country.name",NA,NA,2783,96,96,2783,15,60
"STP",1982,"country.name",NA,NA,2817,98,98,2817,15,60
"STP",1983,"country.name",NA,NA,2656,100,100,2656,15,60
"STP",1984,"country.name",NA,NA,2447,102,102,2447,15,60
"STP",1985,"country.name",NA,NA,2622,104,104,2622,15,60
"STP",1986,"country.name",NA,NA,2418,106,106,2418,15,60
"STP",1987,"country.name",NA,NA,2299,109,109,2299,15,60
"STP",1988,"country.name",NA,NA,2295,111,111,2295,15,60
"STP",1989,"country.name",NA,NA,2316,113,113,2316,15,60
"STP",1990,"country.name",23,91.67,2217,116,116,2217,23,91.67
"STP",1991,"country.name",NA,NA,2203.00813175114,119,119,2203.00813175114,23,91.67
"STP",1992,"country.name",NA,NA,2185.4643254892,121,121,2185.4643254892,23,91.67
"STP",1993,"country.name",NA,NA,2183.87428073787,123,123,2183.87428073787,23,91.67
"STP",1994,"country.name",NA,NA,2204.87664069323,125,125,2204.87664069323,23,91.67
"STP",1995,"country.name",NA,NA,2219.48136184419,127,127,2219.48136184419,23,91.67
"STP",1996,"country.name",NA,NA,2221.05351968547,130,130,2221.05351968547,23,91.67
"STP",1997,"country.name",NA,NA,2209.4181975596,132,132,2209.4181975596,23,91.67
"STP",1998,"country.name",NA,NA,2228.90506332737,135,135,2228.90506332737,23,91.67
"STP",1999,"country.name",30,91.67,2247.1224156595,138,138,2247.1224156595,30,91.67
"STP",2000,"country.name",NA,NA,2218.81962079457,141,141,2218.81962079457,30,91.67
"STP",2001,"country.name",NA,NA,2245.60631651899,144,144,2245.60631651899,30,91.67
"STP",2002,"country.name",NA,NA,2250.08942977175,147,147,2250.08942977175,30,91.67
"STP",2003,"country.name",NA,NA,2363.18241757288,151,151,2363.18241757288,30,91.67
"STP",2004,"country.name",NA,NA,2408.76066405067,154,154,2408.76066405067,30,91.67
"STP",2005,"country.name",NA,NA,2532.87064781944,158,158,2532.87064781944,30,91.67
"STP",2006,"country.name",NA,NA,2713.76185065576,161,161,2713.76185065576,30,91.67
"STP",2007,"country.name",NA,NA,2752.0877005857,165,165,2752.0877005857,30,91.67
"STP",2008,"country.name",NA,NA,2925.88578119554,168,168,2925.88578119554,30,91.67
"STP",2009,"country.name",NA,NA,2949.88671635222,172,172,2949.88671635222,30,91.67
"STP",2010,"country.name",NA,NA,3093.34521518149,176,176,3093.34521518149,30,91.67
"STP",2011,"country.name",30,91.67,3179,180,180,3179,30,91.67
"STP",2012,"country.name",NA,NA,3217,183,183,3217,30,91.67
"STP",2013,"country.name",NA,NA,3314,187,187,3314,30,91.67
"STP",2014,"country.name",NA,NA,3474,190,190,3474,30,91.67
"STP",2015,"country.name",NA,NA,3545,194,194,3545,30,91.67
"STP",2016,"country.name",NA,NA,3629.33815743989,198,198,3629.33815743989,30,91.67
"STP",2017,"country.name",NA,NA,3707.3597802752,201.025,201.025,3707.3597802752,30,91.67
"STP",2018,"country.name",NA,NA,3756.81400530703,204.454,204.454,3756.81400530703,30,91.67
"STP",2019,"country.name",25,91.67,3781.22759828506,207.602884141494,207.602884141494,3781.22759828506,25,91.67
"STP",2020,"country.name",NA,NA,3826.37537695738,211.513111391854,211.513111391854,3826.37537695738,25,91.67
"STP",2021,"country.name",NA,NA,3821.0011049889,215.833515869861,215.833515869861,3821.0011049889,25,91.67
"STP",2022,"country.name",NA,NA,3751.64281866516,219.967212317359,219.967212317359,3751.64281866516,25,91.67
"SUR",1880,"country.name",NA,NA,NA,NA,NA,NA,NA,NA
"SUR",1890,"country.name",NA,NA,NA,NA,NA,NA,NA,NA
"SUR",1900,"country.name",NA,NA,NA,NA,NA,NA,NA,NA
"SUR",1910,"country.name",NA,NA,NA,NA,NA,NA,NA,NA
"SUR",1920,"country.name",NA,NA,NA,NA,NA,NA,NA,NA
"SUR",1930,"country.name",NA,NA,NA,NA,NA,NA,NA,NA
"SUR",1940,"country.name",NA,NA,NA,NA,NA,NA,NA,NA
"SUR",1947,"country.name",NA,0,NA,NA,NA,NA,NA,0
"SUR",1950,"country.name",NA,NA,NA,NA,NA,NA,NA,0
"SUR",1960,"country.name",NA,NA,NA,NA,NA,NA,NA,0
"SUR",1970,"country.name",NA,NA,NA,NA,NA,NA,NA,0
"SUR",1980,"country.name",NA,NA,NA,NA,NA,NA,NA,0
"SUR",1990,"country.name",NA,NA,NA,NA,NA,NA,NA,0
"SUR",2000,"country.name",NA,NA,NA,NA,NA,NA,NA,0
"SUR",2010,"country.name",NA,NA,NA,NA,NA,NA,NA,0
"SUR",2014,"country.name",NA,80,NA,NA,NA,NA,NA,80
"SUR",2019,"country.name",NA,80,NA,NA,NA,NA,NA,80
"SUR",2020,"country.name",NA,NA,NA,NA,NA,NA,NA,80
"SVK",1880,"country.name",NA,NA,NA,NA,NA,NA,NA,NA
"SVK",1888,"country.name",1,50,NA,NA,NA,NA,1,50
"SVK",1890,"country.name",NA,NA,NA,NA,NA,NA,1,50
"SVK",1900,"country.name",NA,NA,NA,NA,NA,NA,1,50
"SVK",1907,"country.name",13,NA,NA,NA,NA,NA,13,50
"SVK",1910,"country.name",NA,NA,NA,NA,NA,NA,13,50
"SVK",1920,"country.name",NA,NA,NA,NA,NA,NA,13,50
"SVK",1930,"country.name",NA,NA,NA,NA,NA,NA,13,50
"SVK",1940,"country.name",NA,NA,NA,NA,NA,NA,13,50
"SVK",1948,"country.name",30,60,NA,NA,NA,NA,30,60
"SVK",1950,"country.name",NA,NA,NA,3463.446,3463.446,NA,30,60
"SVK",1951,"country.name",NA,NA,NA,3508.698,3508.698,NA,30,60
"SVK",1952,"country.name",NA,NA,NA,3558.137,3558.137,NA,30,60
"SVK",1953,"country.name",NA,NA,NA,3598.761,3598.761,NA,30,60
"SVK",1954,"country.name",NA,NA,NA,3661.437,3661.437,NA,30,60
"SVK",1955,"country.name",NA,NA,NA,3726.601,3726.601,NA,30,60
"SVK",1956,"country.name",40,75,NA,3787.111,3787.111,NA,40,75
"SVK",1957,"country.name",NA,NA,NA,3844.277,3844.277,NA,40,75
"SVK",1958,"country.name",NA,NA,NA,3899.751,3899.751,NA,40,75
"SVK",1959,"country.name",NA,NA,NA,3946.039,3946.039,NA,40,75
"SVK",1960,"country.name",NA,NA,NA,3994.27,3994.27,NA,40,75
"SVK",1961,"country.name",NA,NA,NA,4191.642,4191.642,NA,40,75
"SVK",1962,"country.name",NA,NA,NA,4237.384,4237.384,NA,40,75
"SVK",1963,"country.name",NA,NA,NA,4281.858,4281.858,NA,40,75
"SVK",1964,"country.name",43,75,NA,4326.174,4326.174,NA,43,75
"SVK",1965,"country.name",NA,NA,NA,4369.939,4369.939,NA,43,75
"SVK",1966,"country.name",NA,NA,NA,4408.988,4408.988,NA,43,75
"SVK",1967,"country.name",NA,NA,NA,4442.238,4442.238,NA,43,75
"SVK",1968,"country.name",NA,NA,NA,4471.59,4471.59,NA,43,75
"SVK",1969,"country.name",NA,NA,NA,4477.625,4477.625,NA,43,75
"SVK",1970,"country.name",NA,NA,NA,4523.873,4523.873,NA,43,75
"SVK",1971,"country.name",NA,NA,NA,4556.627,4556.627,NA,43,75
"SVK",1972,"country.name",NA,NA,NA,4593.433,4593.433,NA,43,75
"SVK",1973,"country.name",NA,NA,NA,4637.193,4637.193,NA,43,75
"SVK",1974,"country.name",NA,NA,NA,4682.1,4682.1,NA,43,75
"SVK",1975,"country.name",NA,NA,NA,4729.718,4729.718,NA,43,75
"SVK",1976,"country.name",NA,NA,NA,4778.54,4778.54,NA,43,75
"SVK",1977,"country.name",NA,NA,NA,4827.803,4827.803,NA,43,75
"SVK",1978,"country.name",NA,NA,NA,4876.017,4876.017,NA,43,75
"SVK",1979,"country.name",NA,NA,NA,4922.558,4922.558,NA,43,75
"SVK",1980,"country.name",NA,NA,NA,4965.958,4965.958,NA,43,75
"SVK",1981,"country.name",60,75,NA,5013.692,5013.692,NA,60,75
"SVK",1982,"country.name",NA,NA,NA,5048.043,5048.043,NA,60,75
"SVK",1983,"country.name",NA,NA,NA,5081.376,5081.376,NA,60,75
"SVK",1984,"country.name",NA,NA,NA,5114.08,5114.08,NA,60,75
"SVK",1985,"country.name",NA,NA,11815,5144.632,5144.632,11815,60,75
"SVK",1986,"country.name",NA,NA,12242,5172.084,5172.084,12242,60,75
"SVK",1987,"country.name",NA,NA,12473,5199.318,5199.318,12473,60,75
"SVK",1988,"country.name",NA,NA,12659,5223.222,5223.222,12659,60,75
"SVK",1989,"country.name",NA,NA,12734,5244.662,5244.662,12734,60,75
"SVK",1990,"country.name",65,60,12374,5262.616,5262.616,12374,65,60
"SVK",1991,"country.name",NA,NA,10537.4103281024,5247.72,5247.72,10537.4103281024,65,60
"SVK",1992,"country.name",NA,NA,9838.61485840115,5271.56,5271.56,9838.61485840115,65,60
"SVK",1993,"country.name",NA,NA,10481.1152836241,5289.44,5289.44,10481.1152836241,65,60
"SVK",1994,"country.name",NA,NA,11063.9487142439,5311.19,5311.19,11063.9487142439,65,60
"SVK",1995,"country.name",NA,NA,11874.3980037823,5327.54,5327.54,11874.3980037823,65,60
"SVK",1996,"country.name",NA,NA,12622.9095750226,5337.76,5337.76,12622.9095750226,65,60
"SVK",1997,"country.name",NA,NA,13335.4589939449,5347.51,5347.51,13335.4589939449,65,60
"SVK",1998,"country.name",NA,NA,13822.1874047156,5354.83,5354.83,13822.1874047156,65,60
"SVK",1999,"country.name",NA,NA,13750.3330903464,5359.57,5359.57,13750.3330903464,65,60
"SVK",2000,"country.name",NA,NA,13904.9853726498,5364.63,5364.63,13904.9853726498,65,60
"SVK",2001,"country.name",NA,NA,14361.9012127386,5343.6,5343.6,14361.9012127386,65,60
"SVK",2002,"country.name",NA,NA,14984.7311249787,5342.73,5342.73,14984.7311249787,65,60
"SVK",2003,"country.name",NA,NA,15773.0947996538,5343.4,5343.4,15773.0947996538,65,60
"SVK",2004,"country.name",NA,NA,16570.8618948388,5346.41,5346.41,16570.8618948388,65,60
"SVK",2005,"country.name",NA,NA,17649.5203820258,5351.12,5351.12,17649.5203820258,65,60
"SVK",2006,"country.name",NA,NA,19099.4276773689,5354.91,5354.91,19099.4276773689,65,60
"SVK",2007,"country.name",NA,NA,21109.9388472468,5360.52,5360.52,21109.9388472468,65,60
"SVK",2008,"country.name",NA,NA,22231.9881558054,5369.75,5369.75,22231.9881558054,65,60
"SVK",2009,"country.name",NA,NA,20953.0366618401,5381.57,5381.57,20953.0366618401,65,60
"SVK",2010,"country.name",66.4,60,21941.2121615904,5393.7,5393.7,21941.2121615904,66.4,60
"SVK",2011,"country.name",NA,NA,22483,5362.05,5362.05,22483,66.4,60
"SVK",2012,"country.name",NA,NA,22745.2035926412,5370.13,5370.13,22745.2035926412,66.4,60
"SVK",2013,"country.name",NA,NA,22860.5252890303,5376.85,5376.85,22860.5252890303,66.4,60
"SVK",2014,"country.name",NA,NA,23453.0407001122,5382.37,5382.37,23453.0407001122,66.4,60
"SVK",2015,"country.name",NA,NA,24647.7189150012,5386.12,5386.12,24647.7189150012,66.4,60
"SVK",2016,"country.name",NA,NA,25087.7139863877,5394.53,5394.53,25087.7139863877,66.4,60
"SVK",2017,"country.name",NA,NA,25788.7556834011,5402.07,5402.07,25788.7556834011,66.4,60
"SVK",2018,"country.name",70,60,26790.6514742993,5409.63,5409.63,26790.6514742993,70,60
"SVK",2019,"country.name",NA,NA,27429.2252548125,5416.82,5416.82,27429.2252548125,70,60
"SVK",2020,"country.name",NA,NA,26468.2951047398,5424.04,5424.04,26468.2951047398,70,60
"SVK",2021,"country.name",NA,NA,27365.6226058327,5404.32,5404.32,27365.6226058327,70,60
"SVK",2022,"country.name",NA,NA,27519.2879373967,5463.82,5463.82,27519.2879373967,70,60
"SVN",1880,"country.name",NA,NA,NA,NA,NA,NA,NA,NA
"SVN",1887,"country.name",1,NA,NA,NA,NA,NA,1,NA
"SVN",1890,"country.name",NA,NA,NA,NA,NA,NA,1,NA
"SVN",1900,"country.name",NA,NA,NA,NA,NA,NA,1,NA
"SVN",1910,"country.name",NA,NA,NA,NA,NA,NA,1,NA
"SVN",1920,"country.name",NA,NA,NA,NA,NA,NA,1,NA
"SVN",1922,"country.name",5,66.67,NA,NA,NA,NA,5,66.67
"SVN",1930,"country.name",NA,NA,NA,NA,NA,NA,5,66.67
"SVN",1940,"country.name",NA,NA,NA,NA,NA,NA,5,66.67
"SVN",1946,"country.name",17,75,NA,NA,NA,NA,17,75
"SVN",1950,"country.name",NA,NA,NA,1467.759,1467.759,NA,17,75
"SVN",1951,"country.name",NA,NA,NA,1483.131,1483.131,NA,17,75
"SVN",1952,"country.name",NA,NA,3934,1489.518,1489.518,3934,17,75
"SVN",1953,"country.name",NA,NA,4106,1497.875,1497.875,4106,17,75
"SVN",1954,"country.name",NA,NA,4623,1509.187,1509.187,4623,17,75
"SVN",1955,"country.name",NA,NA,5002,1517.499,1517.499,5002,17,75
"SVN",1956,"country.name",NA,NA,4889,1524.799,1524.799,4889,17,75
"SVN",1957,"country.name",NA,NA,5432,1533.07,1533.07,5432,17,75
"SVN",1958,"country.name",35,100,6005,1540.332,1540.332,6005,35,100
"SVN",1959,"country.name",NA,NA,6304,1548.561,1548.561,6304,35,100
"SVN",1960,"country.name",NA,NA,7165,1557.756,1557.756,7165,35,100
"SVN",1961,"country.name",NA,NA,7760,1571.851,1571.851,7760,35,100
"SVN",1962,"country.name",NA,NA,8027,1582.962,1582.962,8027,35,100
"SVN",1963,"country.name",NA,NA,8871,1595.028,1595.028,8871,35,100
"SVN",1964,"country.name",NA,NA,9624,1606.083,1606.083,9624,35,100
"SVN",1965,"country.name",NA,NA,9589,1620.052,1620.052,9589,35,100
"SVN",1966,"country.name",NA,NA,10029,1632.029,1632.029,10029,35,100
"SVN",1967,"country.name",40,100,10264,1646.912,1646.912,10264,40,100
"SVN",1968,"country.name",NA,NA,10822,1657.849,1657.849,10822,40,100
"SVN",1969,"country.name",NA,NA,11775,1666.805,1666.805,11775,40,100
"SVN",1970,"country.name",NA,NA,12803,1675.739,1675.739,12803,40,100
"SVN",1971,"country.name",NA,NA,13657,1685.624,1685.624,13657,40,100
"SVN",1972,"country.name",NA,NA,14269,1694.51,1694.51,14269,40,100
"SVN",1973,"country.name",NA,NA,15079,1703.373,1703.373,15079,40,100
"SVN",1974,"country.name",NA,NA,16420,1713.184,1713.184,16420,40,100
"SVN",1975,"country.name",NA,NA,17205,1722,1722,17205,40,100
"SVN",1976,"country.name",NA,NA,17462,1734.454,1734.454,17462,40,100
"SVN",1977,"country.name",NA,NA,18595,1746.919,1746.919,18595,40,100
"SVN",1978,"country.name",NA,NA,20014,1759.395,1759.395,20014,40,100
"SVN",1979,"country.name",NA,NA,21367,1772.854,1772.854,21367,40,100
"SVN",1980,"country.name",NA,NA,21151,1833,1833,21151,40,100
"SVN",1981,"country.name",NA,NA,20929,1839.256,1839.256,20929,40,100
"SVN",1982,"country.name",NA,NA,20535,1861.252,1861.252,20535,40,100
"SVN",1983,"country.name",NA,NA,20451,1878.555,1878.555,20451,40,100
"SVN",1984,"country.name",NA,NA,20650,1896.413,1896.413,20650,40,100
"SVN",1985,"country.name",NA,NA,20663,1914.22,1914.22,20663,40,100
"SVN",1986,"country.name",NA,NA,21122,1932.129,1932.129,21122,40,100
"SVN",1987,"country.name",NA,NA,20851,1945.87,1945.87,20851,40,100
"SVN",1988,"country.name",NA,NA,20083,1961.775,1961.775,20083,40,100
"SVN",1989,"country.name",NA,NA,19837,1976.217,1976.217,19837,40,100
"SVN",1990,"country.name",NA,NA,18093,1991.21,1991.21,18093,40,100
"SVN",1991,"country.name",NA,NA,16401.95914321,1999.48,1999.48,16401.95914321,40,100
"SVN",1992,"country.name",70,100,15462.7101618003,1999.21,1999.21,15462.7101618003,70,100
"SVN",1993,"country.name",NA,NA,15872.1202626296,1999.93,1999.93,15872.1202626296,70,100
"SVN",1994,"country.name",NA,NA,16664.70579348,2001.04,2001.04,16664.70579348,70,100
"SVN",1995,"country.name",NA,NA,17816.8010076464,2002.83,2002.83,17816.8010076464,70,100
"SVN",1996,"country.name",NA,NA,18376.2462010584,2004,2004,18376.2462010584,70,100
"SVN",1997,"country.name",NA,NA,19258.9458702082,2000.45,2000.45,19258.9458702082,70,100
"SVN",1998,"country.name",NA,NA,19851.0571234378,1996.44,1996.44,19851.0571234378,70,100
"SVN",1999,"country.name",NA,NA,20793.9180282206,1997.81,1997.81,20793.9180282206,70,100
"SVN",2000,"country.name",NA,NA,21501.3367278983,2003.54,2003.54,21501.3367278983,70,100
"SVN",2001,"country.name",NA,NA,22006.9537877351,2006.11,2006.11,22006.9537877351,70,100
"SVN",2002,"country.name",NA,NA,22725.3119846003,2009.21,2009.21,22725.3119846003,70,100
"SVN",2003,"country.name",NA,NA,23257.421804062,2010.47,2010.47,23257.421804062,70,100
"SVN",2004,"country.name",NA,NA,24150.5840374106,2011.47,2011.47,24150.5840374106,70,100
"SVN",2005,"country.name",NA,NA,24966.9387886715,2015.03,2015.03,24966.9387886715,70,100
"SVN",2006,"country.name",NA,NA,26182.7796675607,2022.12,2022.12,26182.7796675607,70,100
"SVN",2007,"country.name",NA,NA,27832.7637848008,2033.22,2033.22,27832.7637848008,70,100
"SVN",2008,"country.name",NA,NA,28473.5957291968,2036.34,2036.34,28473.5957291968,70,100
"SVN",2009,"country.name",NA,NA,25905.5126735662,2056.17,2056.17,25905.5126735662,70,100
"SVN",2010,"country.name",78,100,26000.9206515415,2063.38,2063.38,26000.9206515415,78,100
"SVN",2011,"country.name",NA,NA,26004,2067.43,2067.43,26004,78,100
"SVN",2012,"country.name",NA,NA,25269.2323059742,2071.39,2071.39,25269.2323059742,78,100
"SVN",2013,"country.name",NA,NA,24975.3624222094,2074.19,2074.19,24975.3624222094,78,100
"SVN",2014,"country.name",NA,NA,25638.6603161614,2076.46,2076.46,25638.6603161614,78,100
"SVN",2015,"country.name",NA,NA,26186.2486939555,2077.97,2077.97,26186.2486939555,78,100
"SVN",2016,"country.name",NA,NA,27004.7160998092,2079.31,2079.31,27004.7160998092,78,100
"SVN",2017,"country.name",NA,NA,28288.8903174346,2080.5,2080.5,28288.8903174346,78,100
"SVN",2018,"country.name",80.5,100,29461.344295008,2086.69,2086.69,29461.344295008,80.5,100
"SVN",2019,"country.name",NA,NA,30229.2986639432,2103.86,2103.86,30229.2986639432,80.5,100
"SVN",2020,"country.name",NA,NA,28733.3025521436,2117.75,2117.75,28733.3025521436,80.5,100
"SVN",2021,"country.name",NA,NA,31019.9430025664,2122.71,2122.71,31019.9430025664,80.5,100
"SVN",2022,"country.name",NA,NA,32673.7607894557,2123.58,2123.58,32673.7607894557,80.5,100
"SWE",1,"country.name",NA,NA,NA,200,200,NA,NA,NA
"SWE",1000,"country.name",NA,NA,NA,400,400,NA,NA,NA
"SWE",1300,"country.name",NA,NA,1133,NA,490,1133,NA,NA
"SWE",1301,"country.name",NA,NA,1135,NA,490.3,1135,NA,NA
"SWE",1302,"country.name",NA,NA,1379,NA,490.6,1379,NA,NA
"SWE",1303,"country.name",NA,NA,1494,NA,490.9,1494,NA,NA
"SWE",1304,"country.name",NA,NA,1463,NA,491.2,1463,NA,NA
"SWE",1305,"country.name",NA,NA,1451,NA,491.5,1451,NA,NA
"SWE",1306,"country.name",NA,NA,1430,NA,491.8,1430,NA,NA
"SWE",1307,"country.name",NA,NA,1419,NA,492.1,1419,NA,NA
"SWE",1308,"country.name",NA,NA,1403,NA,492.4,1403,NA,NA
"SWE",1309,"country.name",NA,NA,1387,NA,492.7,1387,NA,NA
"SWE",1310,"country.name",NA,NA,1360,NA,493,1360,NA,NA
"SWE",1311,"country.name",NA,NA,1352,NA,493.3,1352,NA,NA
"SWE",1312,"country.name",NA,NA,1334,NA,493.6,1334,NA,NA
"SWE",1313,"country.name",NA,NA,1301,NA,493.9,1301,NA,NA
"SWE",1314,"country.name",NA,NA,1272,NA,494.2,1272,NA,NA
"SWE",1315,"country.name",NA,NA,1237,NA,494.5,1237,NA,NA
"SWE",1316,"country.name",NA,NA,1339,NA,494.8,1339,NA,NA
"SWE",1317,"country.name",NA,NA,1478,NA,495.1,1478,NA,NA
"SWE",1318,"country.name",NA,NA,1626,NA,495.4,1626,NA,NA
"SWE",1319,"country.name",NA,NA,1451,NA,495.7,1451,NA,NA
"SWE",1320,"country.name",NA,NA,1305,NA,496,1305,NA,NA
"SWE",1321,"country.name",NA,NA,1294,NA,496.3,1294,NA,NA
"SWE",1322,"country.name",NA,NA,1288,NA,496.6,1288,NA,NA
"SWE",1323,"country.name",NA,NA,1301,NA,496.9,1301,NA,NA
